#,,Character,,Body,,Tires,,Gliders,Speed Ground,Speed Water,Speed Air,Speed Anti-Gravity,Acceleration,Weight,Handling Ground,Handling Water,Handling Air,Handling Anti-Gravity,Traction,MiniTurbo,Stats total,Speed + MT total
5947,12,"Metal Mario, Pink Gold Peach, Gold Mario",12,"Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,3.75,4.25,4.5,3,5,2.75,2.75,2.75,2.5,4,3.25,42.5,7.25
5948,12,"Metal Mario, Pink Gold Peach, Gold Mario",12,"Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,3.75,4,4.5,3.25,4.75,2.75,2.75,3,2.5,4,3.5,42.5,7.25
8058,16,"Bowser, Morton, Mii (Heavy)",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",8,"Off-Road, Retro Off-Road, Triforce Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4.5,5.5,4.5,4.75,2.5,4.75,2.25,2,2.5,2.25,4.25,2.75,42.5,7.25
1273,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",8,"Prancer, Sport Bike, Jet Bike",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,2.75,3,3,3.25,2,4.75,4.5,4.75,4.25,2.75,4,42.25,7.25
1275,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",8,"Prancer, Sport Bike, Jet Bike",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,2.5,3,3.25,3.25,2.25,4.75,4.75,4.75,4,2.5,4,42.25,7.25
1276,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",8,"Prancer, Sport Bike, Jet Bike",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2.5,2.75,3.25,3.5,2,4.75,4.75,5,4,2.5,4.25,42.25,7.25
1369,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",1,"Standard, Blue Standard, GLA Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3,2.75,3.25,2.5,3.75,2.25,4.5,4,4.25,4.5,3.25,4.25,42.25,7.25
1371,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",1,"Standard, Blue Standard, GLA Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3,2.5,3.25,2.75,3.75,2.5,4.5,4.25,4.25,4.25,3,4.25,42.25,7.25
1372,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",1,"Standard, Blue Standard, GLA Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,2.5,3,2.75,4,2.25,4.5,4.25,4.5,4.25,3,4.5,42.25,7.25
1466,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",13,"Blue Falcon, Splat Buggy",7,"Button, Leaf Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,2.5,2.75,3,4.5,1,4.25,4.25,4,5.25,3.5,4.75,42.25,7.25
1537,4,"Toadette, Wendy, Isabelle",1,"Standard Kart, The Duke, 300 SL Roadster",7,"Button, Leaf Tires",1,"Super Glider, Waddle Wing, Hylian Kite",2.75,3,3.25,2.75,4.5,2,4.25,3.75,4,4.5,3,4.5,42.25,7.25
1539,4,"Toadette, Wendy, Isabelle",1,"Standard Kart, The Duke, 300 SL Roadster",7,"Button, Leaf Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",2.75,2.75,3.25,3,4.5,2.25,4.25,4,4,4.25,2.75,4.5,42.25,7.25
1540,4,"Toadette, Wendy, Isabelle",1,"Standard Kart, The Duke, 300 SL Roadster",7,"Button, Leaf Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,2.75,3,3,4.75,2,4.25,4,4.25,4.25,2.75,4.75,42.25,7.25
1546,4,"Toadette, Wendy, Isabelle",1,"Standard Kart, The Duke, 300 SL Roadster",9,"Sponge, Cushion",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,2.75,3.5,2.75,4.5,2,4,3.25,4.5,4,3.75,4.75,42.25,7.25
1882,4,"Toadette, Wendy, Isabelle",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",3,"Roller, Azure Roller",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,3,3.25,2.5,4.5,1.75,4.5,4,4.5,4.5,2.5,4.75,42.25,7.25
1958,4,"Toadette, Wendy, Isabelle",13,"Blue Falcon, Splat Buggy",4,"Slim, Wood, Crimson Slim",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,2.75,3,3.75,3.75,1.75,4.25,4.25,4.25,4.75,2.5,4,42.25,7.25
2402,5,"Koopa Troopa, Lakitu, Browser Jr",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",7,"Button, Leaf Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,2.75,3,3,4,1.75,4.5,4,4.25,4.75,3,4.5,42.25,7.25
2526,6,"Toad, Shy Guy, Larry",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,3.25,3,3.25,3.75,3,3.5,3.25,4,3.5,4.5,4.25,42.25,7.25
2614,6,"Toad, Shy Guy, Larry",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,3.5,3.5,3.5,3,3.25,3.75,3.5,3.5,4,3.5,3.75,42.25,7.25
2654,6,"Toad, Shy Guy, Larry",4,"Steel Driver, Tri-Speeder, Bone Rattelr",7,"Button, Leaf Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,3.75,2.5,3,3.75,2.5,3.75,4.5,3.75,4,3.5,4.25,42.25,7.25
2686,6,"Toad, Shy Guy, Larry",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,3.25,3.5,3,3.5,3,4.25,3.5,4,3.75,3.25,4,42.25,7.25
2801,6,"Toad, Shy Guy, Larry",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,3.75,3.25,3,3.25,2.75,3.75,3.5,4,3.75,4,3.5,42.25,7.25
2803,6,"Toad, Shy Guy, Larry",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,3.5,3.25,3.25,3.25,3,3.75,3.75,4,3.5,3.75,3.5,42.25,7.25
2804,6,"Toad, Shy Guy, Larry",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,3.5,3,3.25,3.5,2.75,3.75,3.75,4.25,3.5,3.75,3.75,42.25,7.25
3101,7,"Cat Peach, Villager Female, Inkling Female",3,"Mach 8, Sports Coupe, Inkstriker",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,3.5,3.75,3.75,3.25,3.5,3,3,3.25,3.5,4.5,3.75,42.25,7.25
3103,7,"Cat Peach, Villager Female, Inkling Female",3,"Mach 8, Sports Coupe, Inkstriker",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,3.25,3.75,4,3.25,3.75,3,3.25,3.25,3.25,4.25,3.75,42.25,7.25
3104,7,"Cat Peach, Villager Female, Inkling Female",3,"Mach 8, Sports Coupe, Inkstriker",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3.25,3.5,4,3.5,3.5,3,3.25,3.5,3.25,4.25,4,42.25,7.25
3146,7,"Cat Peach, Villager Female, Inkling Female",4,"Steel Driver, Tri-Speeder, Bone Rattelr",4,"Slim, Wood, Crimson Slim",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,4,2.75,3.75,3,3,3.75,4.5,4,3.5,2.75,3.5,42.25,7.25
3173,7,"Cat Peach, Villager Female, Inkling Female",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,3.25,3.75,3.25,3.75,3.25,3.5,3,3.75,3.25,4.25,4,42.25,7.25
3175,7,"Cat Peach, Villager Female, Inkling Female",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,3,3.75,3.5,3.75,3.5,3.5,3.25,3.75,3,4,4,42.25,7.25
3176,7,"Cat Peach, Villager Female, Inkling Female",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,3,3.5,3.5,4,3.25,3.5,3.25,4,3,4,4.25,42.25,7.25
3486,7,"Cat Peach, Villager Female, Inkling Female",13,"Blue Falcon, Splat Buggy",8,"Off-Road, Retro Off-Road, Triforce Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,3.75,3.25,3.75,3.75,2.25,3.25,3.25,3.5,4.25,4,3.5,42.25,7.25
4017,8,"Peach, Daisy, Yoshi, Birdo",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",6,"Metal, Gold Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4,4.25,4,3.25,2.25,3.75,3.75,3.5,3,3.25,4,3.25,42.25,7.25
4019,8,"Peach, Daisy, Yoshi, Birdo",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",6,"Metal, Gold Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,4,4,3.5,2.25,4,3.75,3.75,3,3,3.75,3.25,42.25,7.25
4020,8,"Peach, Daisy, Yoshi, Birdo",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",6,"Metal, Gold Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,4,3.75,3.5,2.5,3.75,3.75,3.75,3.25,3,3.75,3.5,42.25,7.25
4326,9,"Tanooki Mario, Villager Male, Inkling Male",9,"Biddybuggy (Buggybud), Mr. Scooty",2,"Monster, Hot Monster, Ancient",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,3.25,3,3.5,4.25,3,3.5,3.25,3.75,3.5,4,4.5,42.25,7.25
4362,9,"Tanooki Mario, Villager Male, Inkling Male",10,"Landship, Streetle",2,"Monster, Hot Monster, Ancient",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,4.25,3.25,3,4,3,3.25,3.5,3.5,2.75,4.5,4.25,42.25,7.25
4433,9,"Tanooki Mario, Villager Male, Inkling Male",12,"Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,3.5,3.75,3.75,3.5,3.5,3.25,3,3.25,3.25,4.25,3.75,42.25,7.25
4435,9,"Tanooki Mario, Villager Male, Inkling Male",12,"Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,3.25,3.75,4,3.5,3.75,3.25,3.25,3.25,3,4,3.75,42.25,7.25
4436,9,"Tanooki Mario, Villager Male, Inkling Male",12,"Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3.25,3.5,4,3.75,3.5,3.25,3.25,3.5,3,4,4,42.25,7.25
5026,10,"Mario, Ludwig, Mii (Medium)",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4,4.5,4,3.75,2.25,4,3.5,3.25,3,3,3.75,3.25,42.25,7.25
5837,12,"Metal Mario, Pink Gold Peach, Gold Mario",9,"Biddybuggy (Buggybud), Mr. Scooty",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,3.75,3.75,3.75,3.5,4.5,3,2.75,3,3,4,3.75,42.25,7.25
5839,12,"Metal Mario, Pink Gold Peach, Gold Mario",9,"Biddybuggy (Buggybud), Mr. Scooty",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,3.5,3.75,4,3.5,4.75,3,3,3,2.75,3.75,3.75,42.25,7.25
5840,12,"Metal Mario, Pink Gold Peach, Gold Mario",9,"Biddybuggy (Buggybud), Mr. Scooty",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3.5,3.5,4,3.75,4.5,3,3,3.25,2.75,3.75,4,42.25,7.25
5873,12,"Metal Mario, Pink Gold Peach, Gold Mario",10,"Landship, Streetle",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,4.75,4,3.25,3.25,4.5,2.75,3,2.75,2.25,4.5,3.5,42.25,7.25
5875,12,"Metal Mario, Pink Gold Peach, Gold Mario",10,"Landship, Streetle",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,4.5,4,3.5,3.25,4.75,2.75,3.25,2.75,2,4.25,3.5,42.25,7.25
5876,12,"Metal Mario, Pink Gold Peach, Gold Mario",10,"Landship, Streetle",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,4.5,3.75,3.5,3.5,4.5,2.75,3.25,3,2,4.25,3.75,42.25,7.25
6538,13,"Rosalina, Link, King Boo",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,4.75,4.25,4,2,4.25,3.25,3,2.75,2.75,4,3,42.25,7.25
7026,14,"Donkey Kong, Waluigi, Roy",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",2,"Monster, Hot Monster, Ancient",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4,4.75,4.25,4.5,2.5,4.5,2.5,2.5,2.75,2.25,4.5,3.25,42.25,7.25
7530,15,"Wario, Dry Bowser",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",2,"Monster, Hot Monster, Ancient",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,5,4.5,4.75,2.25,4.75,2.25,2.25,2.5,2,4.75,3,42.25,7.25
8057,16,"Bowser, Morton, Mii (Heavy)",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",8,"Off-Road, Retro Off-Road, Triforce Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4.75,5.5,4.75,4.5,2.25,5,2.25,2,2.25,2.25,4.25,2.5,42.25,7.25
8059,16,"Bowser, Morton, Mii (Heavy)",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",8,"Off-Road, Retro Off-Road, Triforce Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.75,5.25,4.75,4.75,2.25,5.25,2.25,2.25,2.25,2,4,2.5,42.25,7.25
8060,16,"Bowser, Morton, Mii (Heavy)",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",8,"Off-Road, Retro Off-Road, Triforce Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.5,5.25,4.5,4.75,2.5,5,2.25,2.25,2.5,2,4,2.75,42.25,7.25
1286,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",8,"Prancer, Sport Bike, Jet Bike",7,"Button, Leaf Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,2.75,2.75,2.75,4.25,1.25,4.5,4.25,4.5,4.5,3.25,4.75,42,7.25
1465,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",13,"Blue Falcon, Splat Buggy",7,"Button, Leaf Tires",1,"Super Glider, Waddle Wing, Hylian Kite",2.75,2.5,3,2.75,4.25,1.25,4.25,4.25,3.75,5.25,3.5,4.5,42,7.25
1467,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",13,"Blue Falcon, Splat Buggy",7,"Button, Leaf Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",2.75,2.25,3,3,4.25,1.5,4.25,4.5,3.75,5,3.25,4.5,42,7.25
1468,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",13,"Blue Falcon, Splat Buggy",7,"Button, Leaf Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,2.25,2.75,3,4.5,1.25,4.25,4.5,4,5,3.25,4.75,42,7.25
1474,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",13,"Blue Falcon, Splat Buggy",9,"Sponge, Cushion",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,2.25,3.25,2.75,4.25,1.25,4,3.75,4.25,4.75,4.25,4.75,42,7.25
1545,4,"Toadette, Wendy, Isabelle",1,"Standard Kart, The Duke, 300 SL Roadster",9,"Sponge, Cushion",1,"Super Glider, Waddle Wing, Hylian Kite",2.75,2.75,3.75,2.5,4.25,2.25,4,3.25,4.25,4,3.75,4.5,42,7.25
1547,4,"Toadette, Wendy, Isabelle",1,"Standard Kart, The Duke, 300 SL Roadster",9,"Sponge, Cushion",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",2.75,2.5,3.75,2.75,4.25,2.5,4,3.5,4.25,3.75,3.5,4.5,42,7.25
1548,4,"Toadette, Wendy, Isabelle",1,"Standard Kart, The Duke, 300 SL Roadster",9,"Sponge, Cushion",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,2.5,3.5,2.75,4.5,2.25,4,3.5,4.5,3.75,3.5,4.75,42,7.25
1778,4,"Toadette, Wendy, Isabelle",8,"Prancer, Sport Bike, Jet Bike",4,"Slim, Wood, Crimson Slim",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,3,3,3.5,3.5,2,4.5,4.25,4.75,4,2.25,4,42,7.25
1874,4,"Toadette, Wendy, Isabelle",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",1,"Standard, Blue Standard, GLA Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,3,3.25,3,4,2.25,4.25,3.75,4.25,4.25,2.75,4.25,42,7.25
1881,4,"Toadette, Wendy, Isabelle",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",3,"Roller, Azure Roller",1,"Super Glider, Waddle Wing, Hylian Kite",2.75,3,3.5,2.25,4.25,2,4.5,4,4.25,4.5,2.5,4.5,42,7.25
1883,4,"Toadette, Wendy, Isabelle",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",3,"Roller, Azure Roller",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",2.75,2.75,3.5,2.5,4.25,2.25,4.5,4.25,4.25,4.25,2.25,4.5,42,7.25
1884,4,"Toadette, Wendy, Isabelle",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",3,"Roller, Azure Roller",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,2.75,3.25,2.5,4.5,2,4.5,4.25,4.5,4.25,2.25,4.75,42,7.25
1957,4,"Toadette, Wendy, Isabelle",13,"Blue Falcon, Splat Buggy",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,2.75,3.25,3.5,3.5,2,4.25,4.25,4,4.75,2.5,3.75,42,7.25
1959,4,"Toadette, Wendy, Isabelle",13,"Blue Falcon, Splat Buggy",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,2.5,3.25,3.75,3.5,2.25,4.25,4.5,4,4.5,2.25,3.75,42,7.25
1960,4,"Toadette, Wendy, Isabelle",13,"Blue Falcon, Splat Buggy",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,2.5,3,3.75,3.75,2,4.25,4.5,4.25,4.5,2.25,4,42,7.25
2401,5,"Koopa Troopa, Lakitu, Browser Jr",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",7,"Button, Leaf Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3,2.75,3.25,2.75,3.75,2,4.5,4,4,4.75,3,4.25,42,7.25
2403,5,"Koopa Troopa, Lakitu, Browser Jr",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",7,"Button, Leaf Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3,2.5,3.25,3,3.75,2.25,4.5,4.25,4,4.5,2.75,4.25,42,7.25
2404,5,"Koopa Troopa, Lakitu, Browser Jr",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",7,"Button, Leaf Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,2.5,3,3,4,2,4.5,4.25,4.25,4.5,2.75,4.5,42,7.25
2410,5,"Koopa Troopa, Lakitu, Browser Jr",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",9,"Sponge, Cushion",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,2.5,3.5,2.75,3.75,2,4.25,3.5,4.5,4.25,3.75,4.5,42,7.25
2525,6,"Toad, Shy Guy, Larry",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,3.25,3.25,3,3.5,3.25,3.5,3.25,3.75,3.5,4.5,4,42,7.25
2527,6,"Toad, Shy Guy, Larry",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,3,3.25,3.25,3.5,3.5,3.5,3.5,3.75,3.25,4.25,4,42,7.25
2528,6,"Toad, Shy Guy, Larry",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,3,3,3.25,3.75,3.25,3.5,3.5,4,3.25,4.25,4.25,42,7.25
2613,6,"Toad, Shy Guy, Larry",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,3.5,3.75,3.25,2.75,3.5,3.75,3.5,3.25,4,3.5,3.5,42,7.25
2615,6,"Toad, Shy Guy, Larry",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,3.25,3.75,3.5,2.75,3.75,3.75,3.75,3.25,3.75,3.25,3.5,42,7.25
2616,6,"Toad, Shy Guy, Larry",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,3.25,3.5,3.5,3,3.5,3.75,3.75,3.5,3.75,3.25,3.75,42,7.25
2653,6,"Toad, Shy Guy, Larry",4,"Steel Driver, Tri-Speeder, Bone Rattelr",7,"Button, Leaf Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,3.75,2.75,2.75,3.5,2.75,3.75,4.5,3.5,4,3.5,4,42,7.25
2655,6,"Toad, Shy Guy, Larry",4,"Steel Driver, Tri-Speeder, Bone Rattelr",7,"Button, Leaf Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,3.5,2.75,3,3.5,3,3.75,4.75,3.5,3.75,3.25,4,42,7.25
2656,6,"Toad, Shy Guy, Larry",4,"Steel Driver, Tri-Speeder, Bone Rattelr",7,"Button, Leaf Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,3.5,2.5,3,3.75,2.75,3.75,4.75,3.75,3.75,3.25,4.25,42,7.25
2662,6,"Toad, Shy Guy, Larry",4,"Steel Driver, Tri-Speeder, Bone Rattelr",9,"Sponge, Cushion",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,3.5,3,2.75,3.5,2.75,3.5,4,4,3.5,4.25,4.25,42,7.25
2685,6,"Toad, Shy Guy, Larry",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",6,"Metal, Gold Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,3.25,3.75,2.75,3.25,3.25,4.25,3.5,3.75,3.75,3.25,3.75,42,7.25
2687,6,"Toad, Shy Guy, Larry",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",6,"Metal, Gold Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,3,3.75,3,3.25,3.5,4.25,3.75,3.75,3.5,3,3.75,42,7.25
2688,6,"Toad, Shy Guy, Larry",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",6,"Metal, Gold Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3,3.5,3,3.5,3.25,4.25,3.75,4,3.5,3,4,42,7.25
2710,6,"Toad, Shy Guy, Larry",6,"Circuit Special, B Dasher, P-Wing",3,"Roller, Azure Roller",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,3,3.25,3,4,2.25,4,3.75,4,4.25,3.25,4.25,42,7.25
3145,7,"Cat Peach, Villager Female, Inkling Female",4,"Steel Driver, Tri-Speeder, Bone Rattelr",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",4,4,3,3.5,2.75,3.25,3.75,4.5,3.75,3.5,2.75,3.25,42,7.25
3147,7,"Cat Peach, Villager Female, Inkling Female",4,"Steel Driver, Tri-Speeder, Bone Rattelr",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,3.75,3,3.75,2.75,3.5,3.75,4.75,3.75,3.25,2.5,3.25,42,7.25
3148,7,"Cat Peach, Villager Female, Inkling Female",4,"Steel Driver, Tri-Speeder, Bone Rattelr",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,3.75,2.75,3.75,3,3.25,3.75,4.75,4,3.25,2.5,3.5,42,7.25
3306,7,"Cat Peach, Villager Female, Inkling Female",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,4,3.25,3.5,3.5,2.5,3.5,3.25,4,3.5,3.75,3.5,42,7.25
3485,7,"Cat Peach, Villager Female, Inkling Female",13,"Blue Falcon, Splat Buggy",8,"Off-Road, Retro Off-Road, Triforce Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4,3.75,3.5,3.5,3.5,2.5,3.25,3.25,3.25,4.25,4,3.25,42,7.25
